22,19615,0
36,19615,0
54,19615,0
71,19615,0
156,19615,0
188,19615,0
210,19615,0
214,19615,0
215,19615,0
227,19615,0
234,19615,0
253,19615,0
283,19615,0
319,19615,0
389,19615,0
396,19615,0
460,19615,0
468,19615,0
476,19615,0
487,19615,0
556,19615,0
614,19615,0
623,19615,0
626,19615,0
632,19615,0
646,19615,0
660,19615,0
679,19615,0
686,19615,0
694,19615,0
699,19615,0
707,19615,0
817,19615,0
822,19615,0
834,19615,0
869,19615,0
888,19615,0
933,19615,0
994,19615,0
1049,19615,0
1064,19615,0
1071,19615,0
1210,19615,0
1250,19615,0
1326,19615,0
1341,19615,0
1368,19615,0
1373,19615,0
1409,19615,0
1425,19615,0
1468,19615,0
1470,19615,0
1487,19615,0
1519,19615,0
1524,19615,0
1527,19615,0
1537,19615,0
1572,19615,0
1581,19615,0
1598,19615,0
1605,19615,0
1617,19615,0
1636,19615,0
1642,19615,0
1657,19615,0
1684,19615,0
1775,19615,0
1846,19615,0
1851,19615,0
1888,19615,0
1900,19615,0
1928,19615,0
1992,19615,0
1994,19615,0
2009,19615,0
2036,19615,0
2055,19615,0
2085,19615,0
2114,19615,0
2118,19615,0
2122,19615,0
2192,19615,0
2205,19615,0
2207,19615,0
2217,19615,0
2252,19615,0
2266,19615,0
2267,19615,0
2294,19615,0
2331,19615,0
2357,19615,0
2361,19615,0
2429,19615,0
2435,19615,0
2443,19615,0
2471,19615,0
2503,19615,0
2504,19615,0
2594,19615,0
2605,19615,0
2617,19615,0
2682,19615,0
2721,19615,0
2729,19615,0
2743,19615,0
2767,19615,0
2808,19615,0
2811,19615,0
2813,19615,0
2817,19615,0
2916,19615,0
2962,19615,0
2989,19615,0
3020,19615,0
3039,19615,0
3046,19615,0
3111,19615,0
3147,19615,0
3149,19615,0
3161,19615,0
3164,19615,0
3171,19615,0
3194,19615,0
3215,19615,0
3216,19615,0
3239,19615,0
3275,19615,0
3286,19615,0
3297,19615,0
3298,19615,0
3315,19615,0
3343,19615,0
3344,19615,0
3381,19615,0
3397,19615,0
3402,19615,0
3466,19615,0
3499,19615,0
3532,19615,0
3539,19615,0
3570,19615,0
3574,19615,0
3588,19615,0
3594,19615,0
3627,19615,0
3630,19615,0
3651,19615,0
3652,19615,0
3653,19615,0
3656,19615,0
3662,19615,0
3673,19615,0
3691,19615,0
3694,19615,0
3722,19615,0
3732,19615,0
3739,19615,0
3774,19615,0
3779,19615,0
3850,19615,0
3854,19615,0
3875,19615,0
3886,19615,0
3895,19615,0
3896,19615,0
3900,19615,0
3952,19615,0
3999,19615,0
4018,19615,0
4029,19615,0
4037,19615,0
4075,19615,0
4080,19615,0
4107,19615,0
4108,19615,0
4150,19615,0
4161,19615,0
4179,19615,0
4196,19615,0
4215,19615,0
4242,19615,0
4243,19615,0
4292,19615,0
4393,19615,0
4403,19615,0
4418,19615,0
4436,19615,0
4449,19615,0
4451,19615,0
4469,19615,0
4497,19615,0
4527,19615,0
4575,19615,0
4640,19615,0
4668,19615,0
4670,19615,0
4677,19615,0
4703,19615,0
4710,19615,0
4731,19615,0
4776,19616,0
4808,19616,0
4874,19616,0
4904,19616,0
4979,19616,0
4980,19616,0
4991,19616,0
5000,19616,0
5005,19616,0
5021,19616,0
5040,19616,0
5054,19616,0
5056,19616,0
5096,19616,0
5136,19616,0
5211,19616,0
5220,19616,0
5275,19616,0
5286,19616,0
5317,19616,0
5322,19616,0
5323,19616,0
5325,19616,0
5349,19616,0
5351,19616,0
5394,19616,0
5402,19616,0
5418,19616,0
5437,19616,0
5443,19616,0
5456,19616,0
5493,19616,0
5499,19616,0
5526,19616,0
5543,19616,0
5582,19616,0
5604,19616,0
5650,19616,0
5660,19616,0
5663,19616,0
5676,19616,0
5679,19616,0
5683,19616,0
5691,19616,0
5708,19616,0
5789,19616,0
5793,19616,0
5810,19616,0
5823,19616,0
5824,19616,0
5835,19616,0
5851,19616,0
5861,19616,0
5895,19616,0
5956,19616,0
5962,19616,0
6002,19616,0
6111,19616,0
6139,19616,0
6157,19616,0
6267,19616,0
6320,19616,0
6328,19616,0
6337,19616,0
6353,19616,0
6354,19616,0
6365,19616,0
6410,19616,0
6418,19616,0
6439,19616,0
6512,19616,0
6545,19616,0
6552,19616,0
6576,19616,0
6585,19616,0
6625,19616,0
6660,19616,0
6663,19616,0
6675,19616,0
6691,19616,0
6699,19616,0
6780,19616,0
6784,19616,0
6870,19616,0
6871,19616,0
6908,19616,0
6912,19616,0
6921,19616,0
6925,19616,0
6929,19616,0
6936,19616,0
6942,19616,0
6947,19616,0
6975,19616,0
7003,19616,0
7016,19616,0
7048,19616,0
7050,19616,0
7115,19616,0
7137,19616,0
7155,19616,0
7200,19616,0
7202,19616,0
7236,19616,0
7281,19616,0
7313,19616,0
7316,19616,0
7323,19616,0
7339,19616,0
7369,19616,0
7379,19616,0
7395,19616,0
7422,19616,0
7428,19616,0
7474,19616,0
7498,19616,0
7511,19616,0
7556,19616,0
7560,19616,0
7622,19616,0
7638,19616,0
7720,19616,0
7771,19616,0
7786,19616,0
7800,19616,0
7811,19616,0
7833,19616,0
7841,19616,0
7879,19616,0
7902,19616,0
7939,19616,0
7949,19616,0
7953,19616,0
7957,19616,0
8052,19616,0
8076,19616,0
8145,19616,0
8161,19616,0
8163,19616,0
8189,19616,0
8191,19616,0
8227,19616,0
8253,19616,0
8328,19616,0
8414,19616,0
8427,19616,0
8465,19616,0
8488,19616,0
8511,19616,0
8580,19616,0
8622,19616,0
8639,19616,0
8696,19616,0
8697,19616,0
8738,19616,0
8757,19616,0
8775,19616,0
8852,19616,0
8875,19616,0
8907,19616,0
8912,19616,0
8946,19616,0
8950,19616,0
8979,19616,0
8982,19616,0
9012,19616,0
9045,19616,0
9070,19616,0
9090,19616,0
9104,19616,0
9119,19616,0
9155,19616,0
9156,19616,0
9165,19616,0
9172,19616,0
9230,19616,0
9259,19616,0
9264,19616,0
9284,19616,0
9307,19616,0
9339,19616,0
9356,19616,0
9405,19616,0
9412,19616,0
9467,19616,0
9495,19616,0
9546,19616,0
9549,19616,0
9560,19616,0
9580,19616,0
9586,19616,0
9693,19616,0
9708,19616,0
9709,19616,0
9725,19616,0
9738,19616,0
9746,19616,0
9764,19616,0
9780,19616,0
9812,19616,0
9827,19616,0
9860,19616,0
9866,19616,0
9867,19616,0
9881,19616,0
9884,19616,0
9991,19616,0
10031,19616,0
10032,19616,0
10041,19616,0
10081,19616,0
10122,19616,0
10129,19616,0
10135,19616,0
10192,19616,0
10221,19616,0
10228,19616,0
10234,19616,0
10248,19616,0
10269,19616,0
10291,19616,0
10307,19616,0
10340,19616,0
10392,19616,0
10406,19616,0
10462,19616,0
10493,19616,0
10504,19616,0
10558,19616,0
10580,19616,0
10614,19616,0
10630,19616,0
10650,19616,0
10681,19616,0
10685,19616,0
10729,19616,0
10741,19616,0
10756,19616,0
10773,19616,0
10794,19616,0
10855,19616,0
10857,19616,0
10903,19616,0
10908,19616,0
10924,19616,0
10944,19616,0
10955,19616,0
10967,19616,0
10969,19616,0
11006,19616,0
11009,19616,0
11034,19616,0
11036,19616,0
11078,19616,0
11096,19616,0
11097,19616,0
11171,19616,0
11179,19616,0
11243,19616,0
11298,19616,0
11356,19616,0
11359,19616,0
11366,19616,0
11370,19616,0
11445,19616,0
11466,19616,0
11477,19616,0
11497,19616,0
11516,19616,0
11534,19616,0
11555,19616,0
11575,19616,0
11580,19616,0
11630,19616,0
11673,19616,0
11690,19616,0
11694,19616,0
11706,19616,0
11708,19616,0
11751,19616,0
11754,19616,0
11795,19616,0
11806,19616,0
11808,19616,0
11894,19616,0
11905,19616,0
11917,19616,0
11946,19616,0
12009,19616,0
12028,19616,0
12084,19616,0
12114,19616,0
12116,19616,0
12133,19616,0
12180,19616,0
12210,19616,0
12217,19616,0
12263,19616,0
12290,19616,0
12327,19616,0
97978,385,2000000
97981,385,2000000
97985,385,2000000
97986,385,2000000
97990,385,2000000
97993,385,2000000
97994,385,2000000
97996,385,2000000
97997,385,2000000
98010,385,2000000
98012,385,2000000
98018,385,2000000
98019,385,2000000
98022,385,2000000
98024,385,2000000
98028,385,2000000
98031,385,2000000
98034,385,2000000
98042,385,2000000
98043,385,2000000
98044,385,2000000
98046,385,2000000
98051,385,2000000
98055,385,2000000
98057,385,2000000
98083,385,2000000
98084,385,2000000
98089,385,2000000
98095,385,2000000
98100,385,2000000
98102,385,2000000
98104,385,2000000
98108,385,2000000
98109,385,2000000
98110,385,2000000
98122,385,2000000
98125,385,2000000
98129,385,2000000
98132,385,2000000
98148,385,2000000
98149,385,2000000
98152,385,2000000
98157,385,2000000
98163,385,2000000
98164,385,2000000
98175,385,2000000
98176,385,2000000
98178,385,2000000
98181,385,2000000
98182,385,2000000
98188,385,2000000
98193,385,2000000
98200,385,2000000
98204,385,2000000
98208,385,2000000
98209,385,2000000
98211,385,2000000
98228,385,2000000
98231,385,2000000
98240,385,2000000
98243,385,2000000
98244,385,2000000
98246,385,2000000
98248,385,2000000
98250,385,2000000
98255,385,2000000
98256,385,2000000
98257,385,2000000
98259,385,2000000
98263,385,2000000
98265,385,2000000
98271,385,2000000
98276,385,2000000
98281,385,2000000
98283,385,2000000
98284,385,2000000
98285,385,2000000
98288,385,2000000
98292,385,2000000
98296,385,2000000
98300,385,2000000
98301,385,2000000
98303,385,2000000
98305,385,2000000
98309,385,2000000
98331,385,2000000
98337,385,2000000
98339,385,2000000
98344,385,2000000
98347,385,2000000
98363,385,2000000
98370,385,2000000
98374,385,2000000
98378,385,2000000
98380,385,2000000
98387,385,2000000
98390,385,2000000
98392,385,2000000
98393,385,2000000
98402,385,2000000
98403,385,2000000
98407,385,2000000
98408,385,2000000
98409,385,2000000
98414,385,2000000
98418,385,2000000
98423,385,2000000
98426,385,2000000
98427,385,2000000
98431,385,2000000
98432,385,2000000
98435,385,2000000
98441,385,2000000
98447,385,2000000
98451,385,2000000
98460,385,2000000
98464,385,2000000
98465,385,2000000
98467,385,2000000
98468,385,2000000
98472,385,2000000
98476,385,2000000
98478,385,2000000
98479,385,2000000
98483,385,2000000
98484,385,2000000
98487,385,2000000
98489,385,2000000
98492,385,2000000
98500,385,2000000
98501,385,2000000
98502,385,2000000
98505,385,2000000
98508,385,2000000
98510,385,2000000
98512,385,2000000
98519,385,2000000
98524,385,2000000
98538,385,2000000
98541,385,2000000
98543,385,2000000
98544,385,2000000
98547,385,2000000
98548,385,2000000
98554,385,2000000
98555,385,2000000
98556,385,2000000
98558,385,2000000
98559,385,2000000
98561,385,2000000
98566,385,2000000
98574,385,2000000
98579,385,2000000
98580,385,2000000
98581,385,2000000
98582,385,2000000
98585,385,2000000
98587,385,2000000
98591,385,2000000
98596,385,2000000
98598,385,2000000
98603,385,2000000
98606,385,2000000
98619,385,2000000
98622,385,2000000
98628,385,2000000
98630,385,2000000
98632,385,2000000
98634,385,2000000
98640,385,2000000
98642,385,2000000
98655,385,2000000
98658,385,2000000
98660,385,2000000
98661,385,2000000
98662,385,2000000
98670,385,2000000
98676,385,2000000
98678,385,2000000
98695,385,2000000
98700,385,2000000
98702,385,2000000
98705,385,2000000
98723,385,2000000
98728,385,2000000
98729,385,2000000
98734,385,2000000
98738,385,2000000
98742,385,2000000
98744,385,2000000
98750,385,2000000
98755,385,2000000
98758,385,2000000
98761,385,2000000
98763,385,2000000
98766,385,2000000
98771,385,2000000
98772,385,2000000
98782,385,2000000
98783,385,2000000
98785,384,2000000
98786,384,2000000
98790,384,2000000
98794,384,2000000
98799,384,2000000
98801,384,2000000
98802,384,2000000
98808,384,2000000
98810,384,2000000
98812,384,2000000
98814,384,2000000
98816,384,2000000
98817,384,2000000
98818,384,2000000
